lemma,en_US,en_GB,en_AU,en_CA,notes
decarbonizes,decarbonizes,decarbonizes,,,
decarbonizer,decarbonizer,decarbonizer,,,
decarbonizers,decarbonizers,decarbonizers,,,
decarbonizer's,decarbonizer's,decarbonizer's,,,
decarburization,decarburization,decarburization,,,
decarburizations,decarburizations,decarburizations,,,
decarburization's,decarburization's,decarburization's,,,
decarburize,decarburize,decarburize,,,
decarburized,decarburized,decarburized,,,
decarburizing,decarburizing,decarburizing,,,
decarburizes,decarburizes,decarburizes,,,
decasualization,decasualization,decasualization,,,
decasualizations,decasualizations,decasualizations,,,
decasualization's,decasualization's,decasualization's,,,
decasualize,decasualize,decasualize,,,
decasualized,decasualized,decasualized,,,
decasualizing,decasualizing,decasualizing,,,
decenters,decenters,decentres,,,
decentralization,decentralization,decentralization,,,
decentralizations,decentralizations,decentralizations,,,
decentralization's,decentralization's,decentralization's,,,
decentralizationist,decentralizationist,decentralizationist,,,
decentralize,decentralize,decentralize,,,
decentralized,decentralized,decentralized,,,
decentralizing,decentralizing,decentralizing,,,
decentralizes,decentralizes,decentralizes,,,
decerebrize,decerebrize,decerebrize,,,
decerebrized,decerebrized,decerebrized,,,
decerebrizing,decerebrizing,decerebrizing,,,
decerebrizes,decerebrizes,decerebrizes,,,
dechristianization,dechristianization,dechristianization,,,
dechristianizations,dechristianizations,dechristianizations,,,
dechristianize,dechristianize,dechristianize,,,
dechristianized,dechristianized,dechristianized,,,
dechristianizing,dechristianizing,dechristianizing,,,
dechristianizes,dechristianizes,dechristianizes,,,
decigram,decigram,decigramme,,decigram,
decigrams,decigrams,decigrammes,,decigrams,
decigram's,decigram's,decigramme's,,decigram's,
deciliter,deciliter,decilitre,,,
deciliters,deciliters,decilitres,,,
deciliter's,deciliter's,decilitre's,,,
decimalization,decimalization,decimalization,,,
decimalizations,decimalizations,decimalizations,,,
decimalization's,decimalization's,decimalization's,,,
decimalize,decimalize,decimalize,,,
decimalized,decimalized,decimalized,,,
decimalizing,decimalizing,decimalizing,,,
decimalizes,decimalizes,decimalizes,,,
decimeter,decimeter,decimetre,,,
decimeters,decimeters,decimetres,,,
decimeter's,decimeter's,decimetre's,,,
decivilize,decivilize,decivilize,,,
decivilized,decivilized,decivilized,,,
decivilizing,decivilizing,decivilizing,,,
decivilizes,decivilizes,decivilizes,,,
decolonization,decolonization,decolonization,,,
decolonizations,decolonizations,decolonizations,,,
decolonization's,decolonization's,decolonization's,,,
decolonize,decolonize,decolonize,,,
decolonized,decolonized,decolonized,,,
decolonizing,decolonizing,decolonizing,,,
decolonizes,decolonizes,decolonizes,,,
decolor,decolor,decolour,,,
decolored,decolored,decoloured,,,
decoloring,decoloring,decolouring,,,
decolors,decolors,decolours,,,
decolorant,decolorant,decolourant,,,
decolorants,decolorants,decolourants,,,
decolorate,decolorate,decolourate,,,
decolorated,decolorated,decolourated,,,
decolorates,decolorates,decolourates,,,
decoloration,decoloration,decolouration,,,
decolorations,decolorations,decolourations,,,
decoloration's,decoloration's,decolouration's,,,
decolorimeter,decolorimeter,decolourimeter,,,
decolorization,decolorization,decolourisation,,,
decolorizations,decolorizations,decolourisations,,,
decolorization's,decolorization's,decolourisation's,,,
decolourizations,decolourizations,decolourizations,,,
decolourization's,decolourization's,decolourization's,,,
decolorize,decolorize,decolourise,,,
decolorized,decolorized,decolourised,,,
decolorizing,decolorizing,decolourising,,,
decolorizes,decolorizes,decolourises,,,
decolorizer,decolorizer,decolouriser,,,
decolorizers,decolorizers,decolourisers,,,
decolorizer's,decolorizer's,decolouriser's,,,
decriminalization,decriminalization,decriminalization,,,
decriminalizations,decriminalizations,decriminalizations,,,
decriminalization's,decriminalization's,decriminalization's,,,
decriminalize,decriminalize,decriminalize,,,
decriminalized,decriminalized,decriminalized,,,
decriminalizing,decriminalizing,decriminalizing,,,
decriminalizes,decriminalizes,decriminalizes,,,
dedal,dedal,daedal,,,
dedalian,dedalian,daedalian,,,
dedramatize,dedramatize,dedramatize,,,
dedramatized,dedramatized,dedramatized,,,
dedramatizing,dedramatizing,dedramatizing,,,
dedramatizes,dedramatizes,dedramatizes,,,
deemphasization,deemphasization,deemphasization,,,
deemphasization's,deemphasization's,deemphasization's,,,
deemphasize,deemphasize,deemphasize,,,
deemphasized,deemphasized,deemphasized,,,
deemphasizing,deemphasizing,deemphasizing,,,
deemphasizes,deemphasizes,deemphasizes,,,
deemphasizer,deemphasizer,deemphasizer,,,
deemphasizers,deemphasizers,deemphasizers,,,
deenergize,deenergize,deenergize,,,
deenergized,deenergized,deenergized,,,
deenergizing,deenergizing,deenergizing,,,
deenergizes,deenergizes,deenergizes,,,
deenergizer,deenergizer,deenergizer,,,
deers,deers,deres,,,
der,der,daer,,,
dere,dere,dree,,,
dered,dered,dreed,,,
deres,deres,drees,,,
defedation,defedation,defoedation,,,
defeminization,defeminization,defeminization,,,
defeminization's,defeminization's,defeminization's,,,
defeminize,defeminize,defeminize,,,
defeminized,defeminized,defeminized,,,
defeminizing,defeminizing,defeminizing,,,
defeminizes,defeminizes,defeminizes,,,
defense,defense,defence,,defence,
defensed,defensed,defenced,,defenced,
defensing,defensing,defencing,,defencing,
defenses,defenses,defences,,defences,
defense's,defense's,defence's,,defence's,
defenseless,defenseless,defenceless,,,
defenselesser,defenselesser,defencelesser,,,
defenselessest,defenselessest,defencelessest,,,
defenselessly,defenselessly,defencelessly,,,
defenselesslier,defenselesslier,defencelesslier,,,
defenselessliest,defenselessliest,defencelessliest,,,
defenselessness,defenselessness,defencelessness,,,
defenselessnesses,defenselessnesses,defencelessnesses,,,
defenselessness's,defenselessness's,defencelessness's,,,
defenseman,defenseman,defenceman,,,
defensemen,defensemen,defencemen,,,
defenseman's,defenseman's,defenceman's,,,
defeudalize,defeudalize,defeudalize,,,
defeudalized,defeudalized,defeudalized,,,
defeudalizing,defeudalizing,defeudalizing,,,
defeudalizes,defeudalizes,defeudalizes,,,
defibrinize,defibrinize,defibrinize,,,
defibrinized,defibrinized,defibrinized,,,
defibrinizing,defibrinizing,defibrinizing,,,
defibrinizes,defibrinizes,defibrinizes,,,
definitization,definitization,definitization,,,
definitizations,definitizations,definitizations,,,
definitization's,definitization's,definitization's,,,
definitize,definitize,definitize,,,
definitized,definitized,definitized,,,
definitizing,definitizing,definitizing,,,
definitizes,definitizes,definitizes,,,
deflectionization,deflectionization,deflectionization,,,
deflectionizations,deflectionizations,deflectionizations,,,
deflectionization's,deflectionization's,deflectionization's,,,
deflectionize,deflectionize,deflectionize,,,
deflectionizes,deflectionizes,deflectionizes,,,
deformalize,deformalize,deformalize,,,
defunctionalization,defunctionalization,defunctionalization,,,
defunctionalizations,defunctionalizations,defunctionalizations,,,
defunctionalization's,defunctionalization's,defunctionalization's,,,
defunctionalize,defunctionalize,defunctionalize,,,
defunctionalizes,defunctionalizes,defunctionalizes,,,
deglycerolized,deglycerolized,deglycerolized,,,
dehumanization,dehumanization,dehumanization,,,
dehumanizations,dehumanizations,dehumanizations,,,
dehumanization's,dehumanization's,dehumanization's,,,
dehumanize,dehumanize,dehumanize,,,
dehumanized,dehumanized,dehumanized,,,
dehumanizing,dehumanizing,dehumanizing,,,
dehumanizes,dehumanizes,dehumanizes,,,
dehydrogenization,dehydrogenization,dehydrogenization,,,
dehydrogenization's,dehydrogenization's,dehydrogenization's,,,
dehydrogenize,dehydrogenize,dehydrogenize,,,
dehydrogenized,dehydrogenized,dehydrogenized,,,
dehydrogenizing,dehydrogenizing,dehydrogenizing,,,
dehydrogenizer,dehydrogenizer,dehydrogenizer,,,
dehydrogenizer's,dehydrogenizer's,dehydrogenizer's,,,
dehypnotization,dehypnotization,dehypnotization,,,
dehypnotizations,dehypnotizations,dehypnotizations,,,
dehypnotization's,dehypnotization's,dehypnotization's,,,
dehypnotize,dehypnotize,dehypnotize,,,
dehypnotized,dehypnotized,dehypnotized,,,
dehypnotizing,dehypnotizing,dehypnotizing,,,
dehypnotizes,dehypnotizes,dehypnotizes,,,
deindustrialization,deindustrialization,deindustrialization,,,
deindustrializations,deindustrializations,deindustrializations,,,
deindustrialization's,deindustrialization's,deindustrialization's,,,
deindustrialize,deindustrialize,deindustrialize,,,
deindustrialized,deindustrialized,deindustrialized,,,
deindustrializing,deindustrializing,deindustrializing,,,
deindustrializes,deindustrializes,deindustrializes,,,
deionization,deionization,deionization,,,
deionization's,deionization's,deionization's,,,
deionize,deionize,deionize,,,
deionized,deionized,deionized,,,
deionizing,deionizing,deionizing,,,
deionizes,deionizes,deionizes,,,
dekagram,dekagram,dekagramme,,dekagram,
dekagrams,dekagrams,dekagrammes,,dekagrams,
dekagram's,dekagram's,dekagramme's,,dekagram's,
dekaliter,dekaliter,dekalitre,,,
dekaliters,dekaliters,dekalitres,,,
dekaliter's,dekaliter's,dekalitre's,,,
dekameter,dekameter,dekametre,,,
dekameters,dekameters,dekametres,,,
dekameter's,dekameter's,dekametre's,,,
delimitize,delimitize,delimitize,,,
delimitizes,delimitizes,delimitizes,,,
delocalization,delocalization,delocalization,,,
delocalizations,delocalizations,delocalizations,,,
delocalization's,delocalization's,delocalization's,,,
delocalize,delocalize,delocalize,,,
delocalized,delocalized,delocalized,,,
delocalizing,delocalizing,delocalizing,,,
delocalizes,delocalizes,delocalizes,,,
deluster,deluster,delustre,,,
demagnetizable,demagnetizable,demagnetizable,,,
demagnetizabler,demagnetizabler,demagnetizabler,,,
demagnetizables,demagnetizables,demagnetizables,,,
demagnetizablest,demagnetizablest,demagnetizablest,,,
demagnetizable's,demagnetizable's,demagnetizable's,,,
demagnetization,demagnetization,demagnetization,,,
demagnetizations,demagnetizations,demagnetizations,,,
demagnetization's,demagnetization's,demagnetization's,,,
demagnetize,demagnetize,demagnetize,,,
demagnetized,demagnetized,demagnetized,,,
demagnetizing,demagnetizing,demagnetizing,,,
demagnetizes,demagnetizes,demagnetizes,,,
demagnetizer,demagnetizer,demagnetizer,,,
demagnetizers,demagnetizers,demagnetizers,,,
demagnetizer's,demagnetizer's,demagnetizer's,,,
demagogue,demagogue,demagogue,,,
demagogue,demagogue,demagogue,,,
demagogue,demagogue,demagogue,,,
demagogue,demagogue,demagogue,,,
demagogue,demagogue,demagogue,,,
demagoguery,demagoguery,demagoguery,,,
demasculinization,demasculinization,demasculinization,,,
demasculinization's,demasculinization's,demasculinization's,,,
demasculinize,demasculinize,demasculinize,,,
demasculinized,demasculinized,demasculinized,,,
demasculinizing,demasculinizing,demasculinizing,,,
dematerialization,dematerialization,dematerialization,,,
dematerializations,dematerializations,dematerializations,,,
dematerialization's,dematerialization's,dematerialization's,,,
dematerialize,dematerialize,dematerialize,,,
dematerialized,dematerialized,dematerialized,,,
dematerializing,dematerializing,dematerializing,,,
dematerializes,dematerializes,dematerializes,,,
demeanor,demeanor,demeanour,,demeanour,
demeanors,demeanors,demeanours,,demeanours,
demeanor's,demeanor's,demeanour's,,demeanour's,
demilitarization,demilitarization,demilitarization,,,
demilitarizations,demilitarizations,demilitarizations,,,
demilitarization's,demilitarization's,demilitarization's,,,
demilitarize,demilitarize,demilitarize,,,
demilitarized,demilitarized,demilitarized,,,
demilitarizing,demilitarizing,demilitarizing,,,
demilitarizes,demilitarizes,demilitarizes,,,
demiluster,demiluster,demilustre,,,
demineralization,demineralization,demineralization,,,
demineralizations,demineralizations,demineralizations,,,
demineralization's,demineralization's,demineralization's,,,
demineralize,demineralize,demineralize,,,
demineralized,demineralized,demineralized,,,
demineralizing,demineralizing,demineralizing,,,
demineralizes,demineralizes,demineralizes,,,
demineralizer,demineralizer,demineralizer,,,
demobilization,demobilization,demobilization,,,
demobilizations,demobilizations,demobilizations,,,
demobilization's,demobilization's,demobilization's,,,
demobilize,demobilize,demobilize,,,
demobilized,demobilized,demobilized,,,
demobilizing,demobilizing,demobilizing,,,
demobilizes,demobilizes,demobilizes,,,
democratization,democratization,democratization,,,
democratizations,democratizations,democratizations,,,
democratization's,democratization's,democratization's,,,
democratize,democratize,democratize,,,
democratized,democratized,democratized,,,
democratizing,democratizing,democratizing,,,
democratizes,democratizes,democratizes,,,
democratizer,democratizer,democratizer,,,
demonetization,demonetization,demonetization,,,
demonetizations,demonetizations,demonetizations,,,
demonetization's,demonetization's,demonetization's,,,
demonetize,demonetize,demonetize,,,
demonetized,demonetized,demonetized,,,
demonetizing,demonetizing,demonetizing,,,
demonetizes,demonetizes,demonetizes,,,
demonian,demonian,daemonian,,,
demonization,demonization,demonization,,,
demonize,demonize,demonize,,,
demonized,demonized,demonized,,,
demonizing,demonizing,demonizing,,,
demonizes,demonizes,demonizes,,,
demoralization,demoralization,demoralization,,,
demoralizations,demoralizations,demoralizations,,,
demoralization's,demoralization's,demoralization's,,,
demoralize,demoralize,demoralize,,,
