variant_id,lemma,type,en_US,en_GB,en_AU,en_CA,notes,source
spelling_only-00970,miniaturization,spelling_only,miniaturization,miniaturisation,,,,breame_spellings;uk2us
spelling_only-00971,miniaturize,spelling_only,miniaturize,miniaturise,,,,breame_spellings;uk2us
spelling_only-00972,miniaturized,spelling_only,miniaturized,miniaturised,,,,breame_spellings;uk2us
spelling_only-00973,miniaturizes,spelling_only,miniaturizes,miniaturises,,,,breame_spellings;uk2us
spelling_only-00974,miniaturizing,spelling_only,miniaturizing,miniaturising,,,,breame_spellings;uk2us
spelling_only-00975,minimize,spelling_only,minimize,minimise,,,,breame_spellings;uk2us
spelling_only-00976,minimized,spelling_only,minimized,minimised,,,,breame_spellings;uk2us
spelling_only-00977,minimizes,spelling_only,minimizes,minimises,,,,breame_spellings;uk2us
spelling_only-00978,minimizing,spelling_only,minimizing,minimising,,,,breame_spellings;uk2us
spelling_only-00979,misbehavior,spelling_only,misbehavior,misbehaviour,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00980,misdemeanor,spelling_only,misdemeanor,misdemeanour,,,,breame_spellings;uk2us
spelling_only-00981,misdemeanors,spelling_only,misdemeanors,misdemeanours,,,,breame_spellings;uk2us
spelling_only-00982,misspelled,spelling_only,misspelled,misspelt,,,,breame_spellings;uk2us
spelling_only-00983,miter,spelling_only,miter,mitre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00984,miters,spelling_only,miters,mitres,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00985,mobilization,spelling_only,mobilization,mobilisation,,,,breame_spellings;uk2us
spelling_only-00986,mobilize,spelling_only,mobilize,mobilise,,,,breame_spellings;uk2us
spelling_only-00987,mobilized,spelling_only,mobilized,mobilised,,,,breame_spellings;uk2us
spelling_only-00988,mobilizes,spelling_only,mobilizes,mobilises,,,,breame_spellings;uk2us
spelling_only-00989,mobilizing,spelling_only,mobilizing,mobilising,,,,breame_spellings;uk2us
spelling_only-00990,modeled,spelling_only,modeled,modelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00991,modeler,spelling_only,modeler,modeller,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00992,modelers,spelling_only,modelers,modellers,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00993,modeling,spelling_only,modeling,modelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00994,modernize,spelling_only,modernize,modernise,,,,breame_spellings;uk2us
spelling_only-00995,modernized,spelling_only,modernized,modernised,,,,breame_spellings;uk2us
spelling_only-00996,modernizes,spelling_only,modernizes,modernises,,,,breame_spellings;uk2us
spelling_only-00997,modernizing,spelling_only,modernizing,modernising,,,,breame_spellings;uk2us
spelling_only-00998,moisturize,spelling_only,moisturize,moisturise,,,,breame_spellings;uk2us
spelling_only-00999,moisturized,spelling_only,moisturized,moisturised,,,,breame_spellings;uk2us
spelling_only-01000,moisturizer,spelling_only,moisturizer,moisturiser,,,,breame_spellings;uk2us
spelling_only-01001,moisturizers,spelling_only,moisturizers,moisturisers,,,,breame_spellings;uk2us
spelling_only-01002,moisturizes,spelling_only,moisturizes,moisturises,,,,breame_spellings;uk2us
spelling_only-01003,moisturizing,spelling_only,moisturizing,moisturising,,,,breame_spellings;uk2us
spelling_only-01016,mold,spelling_only,mold,mould,,,,breame_spellings;uk2us
spelling_only-01017,molded,spelling_only,molded,moulded,,,,breame_spellings;uk2us
spelling_only-01018,molder,spelling_only,molder,moulder,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01019,moldered,spelling_only,moldered,mouldered,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01020,moldering,spelling_only,moldering,mouldering,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01021,molders,spelling_only,molders,moulders,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01022,moldier,spelling_only,moldier,mouldier,,,,breame_spellings;uk2us
spelling_only-01023,moldiest,spelling_only,moldiest,mouldiest,,,,breame_spellings;uk2us
spelling_only-01024,molding,spelling_only,molding,moulding,,,,breame_spellings;uk2us
spelling_only-01025,moldings,spelling_only,moldings,mouldings,,,,breame_spellings;uk2us
spelling_only-01026,molds,spelling_only,molds,moulds,,,,breame_spellings;uk2us
spelling_only-01027,moldy,spelling_only,moldy,mouldy,,,,breame_spellings;uk2us
spelling_only-01028,molt,spelling_only,molt,moult,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01029,molted,spelling_only,molted,moulted,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01030,molting,spelling_only,molting,moulting,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01031,molts,spelling_only,molts,moults,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01004,monolog,spelling_only,monolog,monologue,,,,breame_spellings;uk2us
spelling_only-01005,monologs,spelling_only,monologs,monologues,,,,breame_spellings;uk2us
spelling_only-01006,monopolization,spelling_only,monopolization,monopolisation,,,,breame_spellings;uk2us
spelling_only-01007,monopolize,spelling_only,monopolize,monopolise,,,,breame_spellings;uk2us
spelling_only-01008,monopolized,spelling_only,monopolized,monopolised,,,,breame_spellings;uk2us
spelling_only-01009,monopolizes,spelling_only,monopolizes,monopolises,,,,breame_spellings;uk2us
spelling_only-01010,monopolizing,spelling_only,monopolizing,monopolising,,,,breame_spellings;uk2us
spelling_only-01011,moralize,spelling_only,moralize,moralise,,,,breame_spellings;uk2us
spelling_only-01012,moralized,spelling_only,moralized,moralised,,,,breame_spellings;uk2us
spelling_only-01013,moralizes,spelling_only,moralizes,moralises,,,,breame_spellings;uk2us
spelling_only-01014,moralizing,spelling_only,moralizing,moralising,,,,breame_spellings;uk2us
spelling_only-01015,motorized,spelling_only,motorized,motorised,,,,breame_spellings;uk2us
spelling_only-01036,multicolored,spelling_only,multicolored,multicoloured,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01032,mustache,spelling_only,mustache,moustache,,,,breame_spellings;uk2us
spelling_only-01033,mustached,spelling_only,mustached,moustached,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01034,mustaches,spelling_only,mustaches,moustaches,,,,breame_spellings;uk2us
spelling_only-01035,mustachioed,spelling_only,mustachioed,moustachioed,,,,breame_spellings;uk2us
spelling_only-01037,nationalization,spelling_only,nationalization,nationalisation,,,,breame_spellings;uk2us
spelling_only-01038,nationalizations,spelling_only,nationalizations,nationalisations,,,,breame_spellings;uk2us
spelling_only-01039,nationalize,spelling_only,nationalize,nationalise,,,,breame_spellings;uk2us
spelling_only-01040,nationalized,spelling_only,nationalized,nationalised,,,,breame_spellings;uk2us
spelling_only-01041,nationalizes,spelling_only,nationalizes,nationalises,,,,breame_spellings;uk2us
spelling_only-01042,nationalizing,spelling_only,nationalizing,nationalising,,,,breame_spellings;uk2us
spelling_only-01043,naturalization,spelling_only,naturalization,naturalisation,,,,breame_spellings;uk2us
spelling_only-01044,naturalize,spelling_only,naturalize,naturalise,,,,breame_spellings;uk2us
spelling_only-01045,naturalized,spelling_only,naturalized,naturalised,,,,breame_spellings;uk2us
spelling_only-01046,naturalizes,spelling_only,naturalizes,naturalises,,,,breame_spellings;uk2us
spelling_only-01047,naturalizing,spelling_only,naturalizing,naturalising,,,,breame_spellings;uk2us
spelling_only-01048,neighbor,spelling_only,neighbor,neighbour,,,,breame_spellings;uk2us
spelling_only-01049,neighborhood,spelling_only,neighborhood,neighbourhood,,,,breame_spellings;uk2us
spelling_only-01050,neighborhoods,spelling_only,neighborhoods,neighbourhoods,,,,breame_spellings;uk2us
spelling_only-01051,neighboring,spelling_only,neighboring,neighbouring,,,,breame_spellings;uk2us
spelling_only-01052,neighborliness,spelling_only,neighborliness,neighbourliness,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01053,neighborly,spelling_only,neighborly,neighbourly,,,,breame_spellings;uk2us
spelling_only-01054,neighbors,spelling_only,neighbors,neighbours,,,,breame_spellings;uk2us
spelling_only-01055,neutralization,spelling_only,neutralization,neutralisation,,,,breame_spellings;uk2us
spelling_only-01056,neutralize,spelling_only,neutralize,neutralise,,,,breame_spellings;uk2us
spelling_only-01057,neutralized,spelling_only,neutralized,neutralised,,,,breame_spellings;uk2us
spelling_only-01058,neutralizes,spelling_only,neutralizes,neutralises,,,,breame_spellings;uk2us
spelling_only-01059,neutralizing,spelling_only,neutralizing,neutralising,,,,breame_spellings;uk2us
spelling_only-01060,normalization,spelling_only,normalization,normalisation,,,,breame_spellings;uk2us
spelling_only-01061,normalize,spelling_only,normalize,normalise,,,,breame_spellings;uk2us
spelling_only-01062,normalized,spelling_only,normalized,normalised,,,,breame_spellings;uk2us
spelling_only-01063,normalizes,spelling_only,normalizes,normalises,,,,breame_spellings;uk2us
spelling_only-01064,normalizing,spelling_only,normalizing,normalising,,,,breame_spellings;uk2us
spelling_only-01065,odor,spelling_only,odor,odour,,,,breame_spellings;uk2us
spelling_only-01066,odorless,spelling_only,odorless,odourless,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01067,odors,spelling_only,odors,odours,,,,breame_spellings;uk2us
spelling_only-01071,offense,spelling_only,offense,offence,,,,breame_spellings;uk2us
spelling_only-01072,offenses,spelling_only,offenses,offences,,,,breame_spellings;uk2us
spelling_only-01073,omelet,spelling_only,omelet,omelette,,,,breame_spellings;uk2us
spelling_only-01074,omelets,spelling_only,omelets,omelettes,,,,breame_spellings;uk2us
spelling_only-01075,optimize,spelling_only,optimize,optimise,,,,breame_spellings;uk2us
spelling_only-01076,optimized,spelling_only,optimized,optimised,,,,breame_spellings;uk2us
spelling_only-01077,optimizes,spelling_only,optimizes,optimises,,,,breame_spellings;uk2us
spelling_only-01078,optimizing,spelling_only,optimizing,optimising,,,,breame_spellings;uk2us
spelling_only-01079,organization,spelling_only,organization,organisation,,,,breame_spellings;uk2us
spelling_only-01080,organizational,spelling_only,organizational,organisational,,,,breame_spellings;uk2us
spelling_only-01081,organizations,spelling_only,organizations,organisations,,,,breame_spellings;uk2us
spelling_only-01082,organize,spelling_only,organize,organise,,,,breame_spellings;uk2us
spelling_only-01083,organized,spelling_only,organized,organised,,,,breame_spellings;uk2us
spelling_only-01084,organizer,spelling_only,organizer,organiser,,,,breame_spellings;uk2us
spelling_only-01085,organizers,spelling_only,organizers,organisers,,,,breame_spellings;uk2us
spelling_only-01086,organizes,spelling_only,organizes,organises,,,,breame_spellings;uk2us
spelling_only-01087,organizing,spelling_only,organizing,organising,,,,breame_spellings;uk2us
spelling_only-01088,orthopedic,spelling_only,orthopedic,orthopaedic,,,,breame_spellings;uk2us
spelling_only-01089,orthopedics,spelling_only,orthopedics,orthopaedics,,,,breame_spellings;uk2us
spelling_only-01090,ostracize,spelling_only,ostracize,ostracise,,,,breame_spellings;uk2us
spelling_only-01091,ostracized,spelling_only,ostracized,ostracised,,,,breame_spellings;uk2us
spelling_only-01092,ostracizes,spelling_only,ostracizes,ostracises,,,,breame_spellings;uk2us
spelling_only-01093,ostracizing,spelling_only,ostracizing,ostracising,,,,breame_spellings;uk2us
spelling_only-01094,outmaneuver,spelling_only,outmaneuver,outmanoeuvre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01095,outmaneuvered,spelling_only,outmaneuvered,outmanoeuvred,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01097,outmaneuvering,spelling_only,outmaneuvering,outmanoeuvring,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01096,outmaneuvers,spelling_only,outmaneuvers,outmanoeuvres,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01098,overemphasize,spelling_only,overemphasize,overemphasise,,,,breame_spellings;uk2us
spelling_only-01099,overemphasized,spelling_only,overemphasized,overemphasised,,,,breame_spellings;uk2us
spelling_only-01100,overemphasizes,spelling_only,overemphasizes,overemphasises,,,,breame_spellings;uk2us
spelling_only-01101,overemphasizing,spelling_only,overemphasizing,overemphasising,,,,breame_spellings;uk2us
spelling_only-01102,oxidization,spelling_only,oxidization,oxidisation,,,,breame_spellings;uk2us
spelling_only-01103,oxidize,spelling_only,oxidize,oxidise,,,,breame_spellings;uk2us
spelling_only-01104,oxidized,spelling_only,oxidized,oxidised,,,,breame_spellings;uk2us
spelling_only-01105,oxidizes,spelling_only,oxidizes,oxidises,,,,breame_spellings;uk2us
spelling_only-01106,oxidizing,spelling_only,oxidizing,oxidising,,,,breame_spellings;uk2us
spelling_only-01265,pajama,spelling_only,pajama,pyjama,,,,breame_spellings;uk2us
spelling_only-01266,pajamas,spelling_only,pajamas,pyjamas,,,,breame_spellings;uk2us
spelling_only-01116,paleolithic,spelling_only,paleolithic,palaeolithic,,,,breame_spellings;uk2us
spelling_only-01117,paleontologist,spelling_only,paleontologist,palaeontologist,,,,breame_spellings;uk2us
spelling_only-01118,paleontologists,spelling_only,paleontologists,palaeontologists,,,,breame_spellings;uk2us
spelling_only-01119,paleontology,spelling_only,paleontology,palaeontology,,,,breame_spellings;uk2us
spelling_only-01120,paneled,spelling_only,paneled,panelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01121,paneling,spelling_only,paneling,panelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01122,panelist,spelling_only,panelist,panellist,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01123,panelists,spelling_only,panelists,panellists,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01124,paralyze,spelling_only,paralyze,paralyse,,,,breame_spellings;uk2us
spelling_only-01125,paralyzed,spelling_only,paralyzed,paralysed,,,,breame_spellings;uk2us
spelling_only-01126,paralyzes,spelling_only,paralyzes,paralyses,,,,breame_spellings;uk2us
spelling_only-01127,paralyzing,spelling_only,paralyzing,paralysing,,,,breame_spellings;uk2us
spelling_only-01128,parceled,spelling_only,parceled,parcelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01129,parceling,spelling_only,parceling,parcelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-01130,parlor,spelling_only,parlor,parlour,,,,breame_spellings;uk2us
spelling_only-01131,parlors,spelling_only,parlors,parlours,,,,breame_spellings;uk2us
spelling_only-01132,particularize,spelling_only,particularize,particularise,,,,breame_spellings;uk2us
spelling_only-01133,particularized,spelling_only,particularized,particularised,,,,breame_spellings;uk2us
spelling_only-01134,particularizes,spelling_only,particularizes,particularises,,,,breame_spellings;uk2us
spelling_only-01135,particularizing,spelling_only,particularizing,particularising,,,,breame_spellings;uk2us
spelling_only-01136,passivization,spelling_only,passivization,passivisation,,,,breame_spellings;uk2us
spelling_only-01137,passivize,spelling_only,passivize,passivise,,,,breame_spellings;uk2us
spelling_only-01138,passivized,spelling_only,passivized,passivised,,,,breame_spellings;uk2us
spelling_only-01139,passivizes,spelling_only,passivizes,passivises,,,,breame_spellings;uk2us
spelling_only-01140,passivizing,spelling_only,passivizing,passivising,,,,breame_spellings;uk2us
spelling_only-01141,pasteurization,spelling_only,pasteurization,pasteurisation,,,,breame_spellings;uk2us
spelling_only-01142,pasteurize,spelling_only,pasteurize,pasteurise,,,,breame_spellings;uk2us
